paper_key,doi,title,year,url,sources,source_identifiers,snapshots,categories,tasks,publication_types,abstract
doi:10.1109/tmrb.2025.3550667,10.1109/tmrb.2025.3550667,Robotic Eye-in-Hand Visual Servo Axially Aligning Nasopharyngeal Swabs With the Nasal Cavity,2025,https://doi.org/10.1109/tmrb.2025.3550667,Crossref,10.1109/tmrb.2025.3550667,multisource_preferred,Sample-based interactive diagnosis,机器人拭子/腔道标本采集,"[""journal-article""]",
doi:10.1109/tmrb.2025.3590471,10.1109/tmrb.2025.3590471,Echo-Robot: Semi-Autonomous Cardiac Ultrasound Image Acquisition Using AI and Robotics,2025,https://doi.org/10.1109/tmrb.2025.3590471,Crossref,10.1109/tmrb.2025.3590471,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]",
doi:10.1109/tmrb.2026.3681001,10.1109/tmrb.2026.3681001,Multimodal Cross-Attention Fusion of B-Mode Ultrasound and Strain Elastography for Tumor Segmentation in Robotics-Assisted Surgery.,2026,https://doi.org/10.1109/tmrb.2026.3681001,Europe PMC; OpenAlex,MED/42292980; https://openalex.org/W7150834546,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""research-article"", ""Journal Article""]","Robot-assisted minimally invasive surgery offers high precision and dexterity, opening up new possibilities for intraoperative imaging to improve tumor localization. B-mode ultrasound provides real-time anatomical views, while strain elastography (SE) adds tissue stiffness information. Used together, they provide complementary cues that help increase the accuracy of tumor localization by improving boundary detection. We present a robotics-integrated framework for autonomous ultrasound scanning and multimodal tumor segmentation. The system utilizes the da Vinci ® Classic surgical robot with the da Vinci ® Research Kit (dVRK) and a custom ultrasound transducer. It simultaneously acquires paired B-mode and SE images from silicone phantoms and ex vivo porcine livers. Our architecture extends the conventional U-Net by integrating dual encoders with cross-attention and selective fusion. Cross-attention allows one modality to refine the features of the other, while selective fusion balances their contributions. We performed experiments on a multimodal dataset to validate the effectiveness of the proposed method. Results indicate that our approach outperforms unimodal baselines and standard fusion methods across both segmentation and classification metrics. These findings suggest that multimodal cross-attention and selective fusion can improve tumor segmentation in ultrasound imaging. Ultimately, the goal is to use such advances to support intraoperative guidance for robot-assisted liver surgery."
doi:10.1109/tro.2015.2402531,10.1109/tro.2015.2402531,Methods to Segment Hard Inclusions in Soft Tissue During Autonomous Robotic Palpation,2015,https://doi.org/10.1109/tro.2015.2402531,Crossref; OpenAlex,10.1109/tro.2015.2402531; https://openalex.org/W1983309556,multisource_preferred; openalex_legacy,Response-based interactive diagnosis; 响应式交互检测,机器人触诊; 机器人触诊/肿块搜索,article,
doi:10.1109/tro.2015.2452776,10.1109/tro.2015.2452776,The System Design and Evaluation of a 7-DOF Image-Guided Venipuncture Robot.,2015,https://doi.org/10.1109/tro.2015.2452776,Europe PMC; OpenAlex,MED/26257588; https://openalex.org/W1499227246,epmc_arxiv; multisource_preferred; openalex_legacy,Sample-based interactive diagnosis; 采样式交互检测,机器人采血/静脉穿刺; 机器人静脉穿刺/采血,"[""research-article"", ""Journal Article""]","Accessing the venous bloodstream to deliver fluids or obtain a blood sample is the most common clinical routine practiced in the U.S. Practitioners continue to rely on manual venipuncture techniques, but success rates are heavily dependent on clinician skill and patient physiology. In the U.S., failure rates can be as high as 50% in difficult patients, making venipuncture the leading cause of medical injury. To improve the rate of first-stick success, we have developed a portable autonomous venipuncture device that robotically servos a needle into a suitable vein under image guidance. The device operates in real time, combining near-infrared and ultra-sound imaging, image analysis, and a 7-degree-of-freedom (DOF) robotic system to perform the venipuncture. The robot consists of a 3-DOF gantry to image the patient's peripheral forearm veins and a miniaturized 4-DOF serial arm to guide the cannula into the selected vein under closed-loop control. In this paper, we present the system architecture of the robot and evaluate the accuracy and precision through tracking, free-space positioning, and in vitro phantom cannulation experiments. The results demonstrate sub-millimeter accuracy throughout the operating workspace of the manipulator and a high rate of success when cannulating phantom veins in a skin-mimicking tissue model."
doi:10.1109/tro.2016.2522433,10.1109/tro.2016.2522433,Jacobian-Based Iterative Method for Magnetic Localization in Robotic Capsule Endoscopy.,2016,https://doi.org/10.1109/tro.2016.2522433,Europe PMC,MED/27087799,epmc_arxiv; multisource_preferred,Active observational sensing; 主动观察式检测,内镜搜索/自主巡检; 磁控/主动胶囊内镜巡检,"[""research-article"", ""Journal Article""]","The purpose of this study is to validate a Jacobian-based iterative method for real-time localization of magnetically controlled endoscopic capsules. The proposed approach applies finite-element solutions to the magnetic field problem and least-squares interpolations to obtain closed-form and fast estimates of the magnetic field. By defining a closed-form expression for the Jacobian of the magnetic field relative to changes in the capsule pose, we are able to obtain an iterative localization at a faster computational time when compared with prior works, without suffering from the inaccuracies stemming from dipole assumptions. This new algorithm can be used in conjunction with an absolute localization technique that provides initialization values at a slower refresh rate. The proposed approach was assessed via simulation and experimental trials, adopting a wireless capsule equipped with a permanent magnet, six magnetic field sensors, and an inertial measurement unit. The overall refresh rate, including sensor data acquisition and wireless communication was 7 ms, thus enabling closed-loop control strategies for magnetic manipulation running faster than 100 Hz. The average localization error, expressed in cylindrical coordinates was below 7 mm in both the radial and axial components and 5 ° in the azimuthal component. The average error for the capsule orientation angles, obtained by fusing gyroscope and inclinometer measurements, was below 5°."
doi:10.1109/tuffc.2015.2499084,10.1109/tuffc.2015.2499084,A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images.,2016,https://doi.org/10.1109/tuffc.2015.2499084,Europe PMC; OpenAlex,MED/26571522; https://openalex.org/W2215544116,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]","Locating and evaluating the length and severity of a stenosis is very important for planning adequate treatment of peripheral arterial disease (PAD). Conventional ultrasound (US) examination cannot provide maps of entire lower limb arteries in 3-D. We propose a prototype 3D-US robotic system with B-mode images, which is nonionizing, noninvasive, and is able to track and reconstruct a continuous segment of the lower limb arterial tree between the groin and the knee. From an initialized cross-sectional view of the vessel, automatic tracking was conducted followed by 3D-US reconstructions evaluated using Hausdorff distance, cross-sectional area, and stenosis severity in comparison with 3-D reconstructions with computed tomography angiography (CTA). A mean Hausdorff distance of 0.97 ± 0.46 mm was found in vitro for 3D-US compared with 3D-CTA vessel representations. To evaluate the stenosis severity in vitro, 3D-US reconstructions gave errors of 3%-6% when compared with designed dimensions of the phantom, which are comparable to 3D-CTA reconstructions, with 4%-13% errors. The in vivo system's feasibility to reconstruct a normal femoral artery segment of a volunteer was also investigated. These results encourage further ergonomic developments to increase the robot's capacity to represent lower limb vessels in the clinical context."
doi:10.1109/tuffc.2023.3263514,10.1109/tuffc.2023.3263514,Visual Perception and Convolutional Neural Network-Based Robotic Autonomous Lung Ultrasound Scanning Localization System,2023,https://doi.org/10.1109/tuffc.2023.3263514,Crossref,10.1109/tuffc.2023.3263514,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]",
doi:10.1109/tvcg.2025.3549181,10.1109/tvcg.2025.3549181,Enhancing Patient Acceptance of Robotic Ultrasound through Conversational Virtual Agent and Immersive Visualizations.,2025,https://doi.org/10.1109/tvcg.2025.3549181,Europe PMC; OpenAlex,MED/40053648; https://openalex.org/W4408235540,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]","Robotic ultrasound systems have the potential to improve medical diagnostics, but patient acceptance remains a key challenge. To address this, we propose a novel system that combines an AI-based virtual agent, powered by a large language model (LLM), with three mixed reality visualizations aimed at enhancing patient comfort and trust. The LLM enables the virtual assistant to engage in natural, conversational dialogue with patients, answering questions in any format and offering real-time reassurance, creating a more intelligent and reliable interaction. The virtual assistant is animated as controlling the ultrasound probe, giving the impression that the robot is guided by the assistant. The first visualization employs augmented reality (AR), allowing patients to see the real world and the robot with the virtual avatar superimposed. The second visualization is an augmented virtuality (AV) environment, where the real-world body part being scanned is visible, while a 3D Gaussian Splatting reconstruction of the room, excluding the robot, forms the virtual environment. The third is a fully immersive virtual reality (VR) experience, featuring the same 3D reconstruction but entirely virtual, where the patient sees a virtual representation of their body being scanned in a robot-free environment. In this case, the virtual ultrasound probe, mirrors the movement of the probe controlled by the robot, creating a synchronized experience as it touches and moves over the patient's virtual body. We conducted a comprehensive agent-guided robotic ultrasound study with all participants, comparing these visualizations against a standard robotic ultrasound procedure. Results showed significant improvements in patient trust, acceptance, and comfort. Based on these findings, we offer insights into designing future mixed reality visualizations and virtual agents to further enhance patient comfort and acceptance in autonomous medical procedures."
doi:10.1109/wrcsara60131.2023.10261822,10.1109/wrcsara60131.2023.10261822,Towards Autonomous Robotic Ultrasound Scanning Using the Reinforcement Learning-Based Volumetric Data Navigation Method,2023,https://doi.org/10.1109/wrcsara60131.2023.10261822,Crossref; OpenAlex,10.1109/wrcsara60131.2023.10261822; https://openalex.org/W4387088707,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,conference-paper,
doi:10.1109/wrcsara60131.2023.10261827,10.1109/wrcsara60131.2023.10261827,Towards Automated Ultrasound Scanning Using Vision-Based Navigation: From Physician Skill Learning to Robotic Reproduction,2023,https://doi.org/10.1109/wrcsara60131.2023.10261827,Crossref; OpenAlex,10.1109/wrcsara60131.2023.10261827; https://openalex.org/W4387088716,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,conference-paper,
doi:10.1111/1751-2980.12718,10.1111/1751-2980.12718,Emerging next‐generation robotic colonoscopy systems towards painless colonoscopy,2019,https://doi.org/10.1111/1751-2980.12718,Crossref; OpenAlex,10.1111/1751-2980.12718; https://openalex.org/W2919053362,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,内镜搜索/自主巡检; 机器人胃肠柔性内镜巡检,"[""journal-article""]","Advances in the field of robotics have allowed modern technology to be integrated into medicine and that can minimize patients suffering from the side effects that are inherent to procedures for improving their quality of life. Conventional devices that are used for colonoscopies are rigid and require a high level of expertise from endoscopists to perform the procedure. Advances in robot‐assisted colonoscopic systems now produce softer, more slender, automated designs that no longer require the operator to use forceful pushing to advance the colonoscope inside the colon, reducing risks to the patient of perforation and pain. It is challenging to reprocess these scopes for reuse as the materials used can be damaged during decontamination, leading to the possible risks of cross‐infection by pathogenic microorganisms when reused by patients. An ideal solution is to eliminate these contamination risks to patients by adopting sterile, single‐use scopes straight from the manufacturer's package to the patient. With this idea in mind, emerging developments that push the boundaries in this area will benefit patients and encourage the public to participate in and adhere better to colonoscopy screening to reduce the development of colorectal cancer. Thus, in light of these concerns and challenges, to encourage patients undergoing colorectal screening to comply with colonoscopy procedures that they are less invasive, changes in the design and materials are necessary. One of the more promising technological advances in this area is the advent of robotic colonoscopy."
doi:10.1111/den.13769,10.1111/den.13769,Current status of colon capsule endoscopy,2020,https://doi.org/10.1111/den.13769,Crossref,10.1111/den.13769,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""journal-article""]","While both the annual incidence and mortality of colorectal cancer are slowly but steadily decreasing in the United States, the incidence of such malignancy is increasing in Japan. Thus, controlling colorectal cancer in Japan is a major concern. In 2006, colon capsule endoscopy was first introduced by Eliakim et al . First‐generation colon capsule endoscopy had a moderate sensitivity for detecting polyps of more than 6 mm. Thus, second‐generation colon capsule endoscopy was developed to achieve higher sensitivity. Colonoscopy is the gold standard tool for colorectal cancer surveillance. With an improvement in the imaging function, the performance of second‐generation colon capsule endoscopy is almost as satisfactory as that of colonoscopy. Certain situations, such as incomplete colonoscopy and contraindication for use of sedation, can benefit from colon capsule endoscopy. Colon capsule endoscopy requires a more extensive bowel preparation than colonoscopy and computed tomography colonography because it requires laxatives not only for bowel cleansing but also for promoting the excretion of the capsule. Another problem with colon capsule endoscopy includes the burden of reading and interpretation and overlook of the lesions. Currently, the development of automatic diagnosis of colon capsule endoscopy using artificial intelligence is still under progress. Although the available guidelines do not support the use of colon capsule endoscopy for inflammatory bowel disease, the possible application of colon capsule endoscopy is ulcerative colitis. This review article summarizes and focuses on the current status of colon capsule endoscopy for colorectal cancer screening and the possibility for its applicability on inflammatory bowel disease."
doi:10.1111/j.1442-2042.2012.03127.x,10.1111/j.1442-2042.2012.03127.x,Robotic ultrasound probe for tumor identification in robotic partial nephrectomy: Initial series and outcomes.,2013,https://doi.org/10.1111/j.1442-2042.2012.03127.x,Europe PMC; OpenAlex,MED/22925445; https://openalex.org/W1536645843,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Journal Article""]","Objectives Accurate tumor identification during partial nephrectomy is essential for successful tumor control. Intraoperative laparoscopic ultrasonography is useful for tumor localization, but the ultrasound probe is controlled by the assistant rather than the surgeon. We evaluated our initial experience using a robotic ultrasound probe that is controlled by the console surgeon. Methods Partial nephrectomy was carried out in 22 consecutive patients between November 2010 and March 2011. A robotic ultrasound probe under console surgeon control was used in all the cases. All patients had at least 1 year follow up. Results Mean patient age was 59 years and mean tumor size was 2.7 cm. There were six hilar tumors (27%) and 21 (95%) endophytic tumors. Mean R.E.N.A.L. nephrometry score was 6.9 (range 6-9). Mean operative time was 205.7 min and mean warm ischemia time was 17.9 min (range 6-28 min). All patients had negative tumor margins and were free of disease recurrence at a mean follow up of 13 months. Conclusion The use of a robotic ultrasound probe during partial nephrectomy allows the surgeon to optimize tumor identification with maximal autonomy, and to benefit from the precision and articulation of the robotic instrument during this key step of the partial nephrectomy procedure."
doi:10.1111/resp.14438,10.1111/resp.14438,Robotic bronchoscopic needle-based confocal laser endomicroscopy to diagnose peripheral lung nodules.,2023,https://doi.org/10.1111/resp.14438,Europe PMC; OpenAlex,MED/36535801; https://openalex.org/W4311924743,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,内镜搜索/自主巡检; 机器人支气管镜搜索/导航,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]","Background and objective Robotic bronchoscopy has demonstrated high navigational success in small peripheral lung nodules but the diagnostic yield is discrepantly lower. Needle based confocal laser endomicroscopy (nCLE) enables real-time microscopic imaging at the needle tip. We aim to assess feasibility, safety and needle repositioning based on real-time nCLE-guidance during robotic bronchoscopy in small peripheral lung nodules. Methods Patients with suspected peripheral lung cancer underwent fluoroscopy and radial EBUS assisted robotic bronchoscopy. After radial EBUS nodule identification, nCLE-imaging of the target area was performed. nCLE-malignancy and airway/lung parenchyma criteria were used to identify the optimal sampling location. In case airway was visualized, repositioning of the biopsy needle was performed. After nCLE tool-in-nodule confirmation, needle passes and biopsies were performed at the same location. Measurements and main results Twenty patients were included (final diagnosis n = 17 (lung) cancer) with a median lung nodule size of 14.5 mm (range 8-28 mm). No complications occurred. In 19/20 patients, good quality nCLE-videos were obtained. In 9 patients (45%), real-time nCLE-imaging revealed inadequate positioning of the needle and repositioning was performed. After repositioning, nCLE-imaging provided tool-in-nodule-confirmation in 19/20 patients. Subsequent ROSE demonstrated representative material in 9/20 patients (45%) and overall diagnostic yield was 80% (16/20). Of the three patients with malignant nCLE-imaging but inadequate pathology, two were diagnosed with malignancy during follow-up. Conclusion Robotic bronchoscopic nCLE-imaging is feasible and safe. nCLE-imaging in small, difficult-to-access lung nodules provided additional real-time feedback on the correct needle positioning with the potential to optimize the sampling location and diagnostic yield."
doi:10.1115/1.2932434,10.1115/1.2932434,A Robotic System for Real-Time Tumor Manipulation During Image Guided Breast Biopsy,2008,https://doi.org/10.1115/1.2932434,Crossref,10.1115/1.2932434,multisource_preferred,Sample-based interactive diagnosis,机器人经皮/芯针活检,"[""journal-article""]","Breast biopsy guided by imaging techniques is widely used to evaluate suspicious masses within the breast. Current procedure allows the physician to determine location and extent of a tumor in the patient breast before inserting the needle. There are several problems with this procedure: Complex interaction dynamics between needle and breast tissue will likely displace the tumor from its original position necessitating multiple insertions, causing surgeons’ fatigue, patient’s discomfort, and compromising integrity of the tissue specimen. We present a new concept for real-time manipulation of a tumor using a robotic system that monitors the image of the tumor to generate appropriate external force to position the tumor at a desired location. The objective is to demonstrate that it is possible to manipulate a tumor in real-time by applying controlled external force in an automated way such that the tumor does not deviate from the path of the needle. We have demonstrated efficacy of this approach on breast phantoms. The robotic system consists of an ultrasound probe for image acquisition, a guiding mechanism for automatic probe orientation, image processing algorithm for extracting tumor position and PID (proportional-integral-derivative) controlled actuators for tumor manipulation. We have successfully tested this system for accessing mobile lesions during multiple needle insertion trials. This approach has the potential to reduce the number of attempts a surgeon makes to capture the desired tissue specimen, minimize tissue damage, improve speed of biopsy, and reduce patient discomfort."
doi:10.1115/1.4007100,10.1115/1.4007100,A Robotic Biopsy Device for Capsule Endoscopy,2012,https://doi.org/10.1115/1.4007100,Crossref; OpenAlex,10.1115/1.4007100; https://openalex.org/W2065598227,multisource_preferred; openalex_legacy,Sample-based interactive diagnosis; 采样式交互检测,机器人穿刺/芯针活检; 胶囊机器人组织采样/活检,"[""journal-article""]","This paper introduces a robotic biopsy device for capsule endoscopes. The proposed device consists of three modules for the complete process of biopsy, which includes monitoring the intestinal wall by a tissue monitoring module (TMM), aligning onto a polyp by an anchor module (AM), and sampling of the polyp tissue by a biopsy module (BM). The TMM utilizes a trigonal mirror as well as an on-board camera; since the TMM continuously takes images through lateral apertures, an operator such as a medical doctor is able to anchor the capsule endoscope onto the polyp and biopsy it with the visual feedback in real-time. When the operator finds a polyp using the TMM and the frontal camera of a capsule endoscope, then the AM is used to approach the polyp for biopsy. When the AM is in use, outriggers are extruded by shape-memory-alloy (SMA) springs, which results in the swelling of capsule endoscope body. In addition, an alignment module, which is a part of the AM, rotates the body of the capsule endoscope such that the biopsy razor can be aligned onto the polyp. Then, the BM excises a part of the polyp and seals the aperture, and the capsule endoscope continues exploring the intestine. The concept and working principles of the proposed device are introduced in this paper and are verified by a prototype that successfully integrates the three modules."
doi:10.1115/1.4063470,10.1115/1.4063470,Modeling and Simulation of Robotic Palpation to Detect Subsurface Soft Tissue Anomaly for Presurgical Assessment,2023,https://doi.org/10.1115/1.4063470,Crossref; OpenAlex,10.1115/1.4063470; https://openalex.org/W4386980985,multisource_preferred; openalex_legacy,Response-based interactive diagnosis; 响应式交互检测,机器人触诊; 机器人触诊/肿块搜索,"[""journal-article""]","Abstract Surgical Haptics is an emergent field of research to integrate and advance the sense of robotic touch in laparoscopic tools in robot-assisted minimally invasive surgery. Haptic feedback from the tooltip and soft tissue surface interaction during robotic palpation can be leveraged to detect the texture and contour of subsurface geometry. However, precise force modulation of the robotic palpating probe is necessary to determine stiff inclusions of the anatomy and maneuver successive manipulation tasks during surgery. This paper focuses on investigating the layered deformations associated with different force profiles involved in manipulating the superficial anatomy of soft tissues during dynamic robotic palpation to determine the underlying anomaly. A realistic three-dimensional (3D) cross-sectional soft tissue phantom with anatomical layers and tumor, as an anomaly, is designed, modeled, and analyzed to examine the effects of oriented palpating forces (0–5 N) of a 7 DOF robot arm equipped with a contoured palpation probe. Finite element static structural analysis of oriented robotic palpation on the developed 3D soft tissue phantoms (with and without anomaly) reveals the soft tissue layer deformations and associated strains needed to identify presence of stiffer inclusions or anomaly during Robotic palpation. The finite element analysis study shows that the difference in deformations of soft tissue layers (e.g., underlying myofascial layers) under stiffer inclusions at different force levels can facilitate haptic feedback to acquire information about subsurface tumors. The deformation variations are further compared to assess better palpation orientations for subsurface anomaly detection."
doi:10.1115/detc2015-47620,10.1115/detc2015-47620,Robotic Assistive Device for Phlebotomy,2015,https://doi.org/10.1115/detc2015-47620,Crossref,10.1115/detc2015-47620,multisource_preferred,Sample-based interactive diagnosis,机器人静脉穿刺/采血,"[""proceedings-article""]","Phlebotomy is a routine task, performed over a billion times annually in the United States alone, that is essential for proper diagnosis and treatment. We designed and constructed Phlebot, a robotic assistive device that uses a novel combination of near-infrared (NIR) monocular imaging and force-feedback to guide a needle into a forearm vein for blood sample collection or intravenous catheterization. Through initial validation on phantoms, we show that our approach offers a feasible and reliable method to automate phlebotomy. We envision the device to be a first major step towards more affordable point-of-care testing and diagnostic healthcare systems. In the long term, we expect that Phlebot will expedite healthcare delivery and drastically reduce needle stick injuries, instances of hemolysis, and infections caused by blood-borne pathogens."
doi:10.1115/dmd2017-3391,10.1115/dmd2017-3391,Towards Recovering a Lost Degree of Freedom in Magnet-Driven Robotic Capsule Endoscopy,2017,https://doi.org/10.1115/dmd2017-3391,Crossref,10.1115/dmd2017-3391,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""proceedings-article""]","Flexible endoscopy, a procedure during which an operator pushes a semi-rigid endoscope through a patient’s gastrointestinal tract, has been the gold-standard screening method for colon cancer screening (colonoscopy) for over 50 years. Owing to the large amounts of tissue stress that result from the need for transmitting a force to the tip of the endoscope while the device wraps through the bowel, implementing a front-actuated endoscopy system has been a popular area of research [1]. The pursuit of such a concept was accelerated by the advent of ingestible capsule endoscopes, which, since then, have been augmented by researchers to include therapeutic capabilities, modalities for maneuverability, amongst other diagnostic functions [2]. One of the more common approaches investigated has been the use of magnetic fields to apply forces and torques to steer the tip of an endoscope [3]. Recent efforts in magnetic actuation have resulted in the use of robot manipulators with permanent magnets at their end effectors that are used to manipulate endoscopes with embedded permanent magnets. Recently, we implemented closed loop control of a tethered magnetic capsule by using real-time magnetic localization and the linearization of a magnetic wrench applied to the capsule by the actuating magnet [4]. This control was implemented in 2 degrees-of-freedom (DoF) in position (in the horizontal plane) and 2 DoF in orientation (panning and tilting). One DoF in position is lost owing to the tethered capsule being actuated in air and thus lacking a restoring force to counter the high field gradient. The 3rd orientation DoF is lost owing to the axial symmetry of the permanent magnet in the capsule; this prevents the application of torque in the axial direction and thus controlled roll and introduces a singularity in the capsule’s actuation. Although another dipole could be used to eliminate this singularity, this would complicate both the actuation and localization methods. In this manuscript, we consider the consequences of the embedded magnet (EM) being radially offset from the center of the capsule while being manipulated by an external actuating magnet (AM). We have developed a tethered capsule endoscope that contains a cylindrical EM (11.11 mm in length and diameter) with a residual flux density of 1.48 T that is offset by 1.85 mm from the center of the capsule; a distance that is less than 10% of the capsule diameter. Our investigation into the topic results from repeated observation of the capsule’s preference to align such that the internal magnet is closest to the actuating magnet (AM). The AM is a cylindrical magnet (101.6 mm in length and diameter) with a residual flux density of 1.48 T that is mounted at the end effector of a 6 DoF manipulator, as seen in Figure 1. In this manuscript, we evaluate the torqueing effects of the presence of this magnet offset with the goal of determining whether the torque effect is negligible, or impacts capsule motion and thus can potentially be used for the benefit of endoscope manipulation. A concept schematic of this effect is shown in Figure 2. A discussion of how to use this torque is beyond the scope of this manuscript. To the authors’ knowledge, the use of such concept in permanent-magnet based control has not been investigated."
doi:10.1115/imece2003-43074,10.1115/imece2003-43074,Reproducing the Motion of a Diarthrodial Joint During a Clinical Examination Using Robotic Technology,2003,https://doi.org/10.1115/imece2003-43074,Crossref,10.1115/imece2003-43074,multisource_preferred,Response-based interactive diagnosis,机器人关节松弛度/激发检查,"[""proceedings-article""]","Six-degree-of-freedom (DOF) robotic/universal force-moment sensor (UFS) testing systems have become very useful tools in the study of biomechanics of joints. (DeFrate 2001, Fujie 2000, Rudy 1996) Researchers have successfully utilized these systems to determine joint kinematics using force control algorithms. Recent interest in using these robotic systems to reproduce previously recorded motions of a diarthrodial joint during a clinical examination has emerged. However, reproducing these previously recorded kinematics using a robotic/UFS testing system poses several problems."
doi:10.1117/1.jbo.31.12.123304,10.1117/1.jbo.31.12.123304,Autonomous robotic alignment and dynamic illumination control of an ophthalmic slit lamp for in vivo anterior segment imaging,2026,https://doi.org/10.1117/1.jbo.31.12.123304,Crossref,10.1117/1.jbo.31.12.123304,multisource_preferred,Active observational sensing,机器人眼底/裂隙灯成像,"[""journal-article""]","SignificanceThe slit lamp is the gold standard ophthalmic instrument for examining the anterior segment of the eye. Slit lamps require the mechanical stabilization of patients to facilitate alignment and a specialized technician to operate. The growing demand for ophthalmic care and shortages of specialists highlight the need for alternative diagnostic technologies.AimWe demonstrate an autonomously aligning, contactless slit lamp enabled by a vision-guided robot to acquire anterior segment images without mechanical patient stabilization.ApproachWe integrate three subsystems mounted to a collaborative robot arm: a custom optical system for dynamic slit illumination, vision-based sensors, and color cameras. A hierarchical control strategy is employed to maintain alignment. Programmable illumination patterns are projected onto the cornea to replicate slit-lamp examination maneuvers.ResultsThe device autonomously aligned to the eyes of in vivo human subjects, and we collected color images of the anterior segment during alignment. Dynamic slit illumination compensated for motion with a latency of 86 ms, allowing slit alignment to be maintained during imaging without mechanical stabilization.ConclusionsThese results demonstrate the feasibility of autonomous, contactless slit-lamp imaging through the use of robotic alignment and dynamic illumination. Such advancements could expand access to anterior segment diagnostic imaging."
doi:10.1117/1.jmi.1.2.025001,10.1117/1.jmi.1.2.025001,In vivo reproducibility of robotic probe placement for a novel ultrasound-guided radiation therapy system.,2014,https://doi.org/10.1117/1.jmi.1.2.025001,Europe PMC,MED/26158038,epmc_arxiv; multisource_preferred,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""research-article"", ""Journal Article""]","Ultrasound can provide real-time image guidance of radiation therapy, but the probe-induced tissue deformations cause local deviations from the treatment plan. If placed during treatment planning, the probe causes streak artifacts in required computed tomography (CT) images. To overcome these challenges, we propose robot-assisted placement of an ultrasound probe, followed by replacement with a geometrically identical, CT-compatible model probe. In vivo reproducibility was investigated by implanting a canine prostate, liver, and pancreas with three 2.38-mm spherical markers in each organ. The real probe was placed to visualize the markers and subsequently replaced with the model probe. Each probe was automatically removed and returned to the same position or force. Under position control, the median three-dimensional reproducibility of marker positions was 0.6 to 0.7 mm, 0.3 to 0.6 mm, and 1.1 to 1.6 mm in the prostate, liver, and pancreas, respectively. Reproducibility was worse under force control. Probe substitution errors were smallest for the prostate (0.2 to 0.6 mm) and larger for the liver and pancreas (4.1 to 6.3 mm), where force control generally produced larger errors than position control. Results indicate that position control is better than force control for this application, and the robotic approach has potential, particularly for relatively constrained organs and reproducibility errors that are smaller than established treatment margins."
doi:10.1117/12.2255271,10.1117/12.2255271,Co-robotic ultrasound imaging: a cooperative force control approach,2017,https://doi.org/10.1117/12.2255271,Crossref; OpenAlex,10.1117/12.2255271; https://openalex.org/W2588332793,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,conference-paper,
