source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,matched_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
OpenAlex; Europe PMC,MED:27406743; W2472933288,10.1007/s11548-016-1455-7,27406743,Robotic ultrasound-guided SBRT of the prostate: feasibility with respect to plan quality,2016,2016-07-12,article,International Journal of Computer Assisted Radiology and Surgery,18,https://doi.org/10.1007/s11548-016-1455-7,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"<h4>Purpose</h4>Advances in radiation therapy delivery systems have enabled motion compensated SBRT of the prostate. A remaining challenge is the integration of fast, non-ionizing volumetric imaging. Recently, robotic ultrasound has been proposed as an intra-fraction image modality. We study the impact of integrating a light-weight robotic arm carrying an ultrasound probe with the CyberKnife system. Particularly, we analyze the effect of different robot poses on the plan quality.<h4>Methods</h4>A method to detect the collision of beams with the robot or the transducer was developed and integrated into our treatment planning system. A safety margin accounts for beam motion and uncertainties. Using strict dose bounds and the objective to maximize target coverage, we generated a total of 7650 treatment plans for five different prostate cases. For each case, ten different poses of the ultrasound robot and transducer were considered. The effect of different sets of beam source positions and different motion margins ranging from 5 to 50 mm was analyzed.<h4>Results</h4>Compared to reference plans without the ultrasound robot, the coverage typically drops for all poses. Depending on the patient, the robot pose, and the motion margin, the reduction in coverage may be up to 50 % points. However, for all patient cases, there exist poses for which the loss in coverage was below 1 % point for motion margins of up to 20 mm. In general, there is a positive correlation between the number of treatment beams and the coverage.<h4>Conclusion</h4>While the blocking of beam directions has a negative effect on the plan quality, the results indicate that a careful choice of the ultrasound robot's pose and a large solid angle covered by beam starting positions can offset this effect. Identifying robot poses that yield acceptable plan quality and allow for intra-fraction ultrasound image guidance, therefore, appears feasible."
OpenAlex; Europe PMC,MED:33829043; W3139460796,10.3389/frobt.2021.645424,33829043,Robotic Ultrasound Scanning With Real-Time Image-Based Force Adjustment: Quick Response for Enabling Physical Distancing During the COVID-19 Pandemic,2021,2021-03-22,article,Frontiers in Robotics and AI,41,https://doi.org/10.3389/frobt.2021.645424,A1; R2,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"During an ultrasound (US) scan, the sonographer is in close contact with the patient, which puts them at risk of COVID-19 transmission. In this paper, we propose a robot-assisted system that automatically scans tissue, increasing sonographer/patient distance and decreasing contact duration between them. This method is developed as a quick response to the COVID-19 pandemic. It considers the preferences of the sonographers in terms of how US scanning is done and can be trained quickly for different applications. Our proposed system automatically scans the tissue using a dexterous robot arm that holds US probe. The system assesses the quality of the acquired US images in real-time. This US image feedback will be used to automatically adjust the US probe contact force based on the quality of the image frame. The quality assessment algorithm is based on three US image features: correlation, compression and noise characteristics. These US image features are input to the SVM classifier, and the robot arm will adjust the US scanning force based on the SVM output. The proposed system enables the sonographer to maintain a distance from the patient because the sonographer does not have to be holding the probe and pressing against the patient's body for any prolonged time. The SVM was trained using bovine and porcine biological tissue, the system was then tested experimentally on plastisol phantom tissue. The result of the experiments shows us that our proposed quality assessment algorithm successfully maintains US image quality and is fast enough for use in a robotic control loop."
OpenAlex; Europe PMC,W4312129163; MED:36565368,10.1007/s11548-022-02810-0,36565368,A multimodal user interface for touchless control of robotic ultrasound,2022,2022-12-24,article,International Journal of Computer Assisted Radiology and Surgery,14,https://doi.org/10.1007/s11548-022-02810-0,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"<h4>Purpose</h4>Past research contained the investigation and development of robotic ultrasound. In this context, interfaces which allow for interaction with the robotic system are of paramount importance. Few researchers have addressed the issue of developing non-tactile interaction approaches, although they could be beneficial for maintaining sterility during medical procedures. Interaction could be supported by multimodality, which has the potential to enable intuitive and natural interaction. To assess the feasibility of multimodal interaction for non-tactile control of a co-located robotic ultrasound system, a novel human-robot interaction concept was developed.<h4>Methods</h4>The medical use case of needle-based interventions under hybrid computed tomography and ultrasound imaging was analyzed by interviewing four radiologists. From the resulting workflow, interaction tasks were derived which include human-robot interaction. Based on this, characteristics of a multimodal, touchless human-robot interface were elaborated, suitable interaction modalities were identified, and a corresponding interface was developed, which was thereafter evaluated in a user study with eight participants.<h4>Results</h4>The implemented interface includes voice commands, combined with hand gesture control for discrete control and navigation interaction of the robotic US probe, respectively. The interaction concept was evaluated by the users in the form of a quantitative questionnaire with a average usability. Qualitative analysis of interview results revealed user satisfaction with the implemented interaction methods and potential improvements to the system.<h4>Conclusion</h4>A multimodal, touchless interaction concept for a robotic US for the use case of needle-based procedures in interventional radiology was developed, incorporating combined voice and hand gesture control. Future steps will include the integration of a solution for the missing haptic feedback and the evaluation of its clinical suitability."
OpenAlex,W3091414563; W3041904324,10.1515/cdbme-2020-0033,,Robotized ultrasound imaging of the peripheral arteries – a phantom study,2020,2020-09-01,article,DOAJ (DOAJ: Directory of Open Access Journals),14,https://doi.org/10.1515/cdbme-2020-0033,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Abstract The first choice in diagnostic imaging for patients suffering from peripheral arterial disease (PAD) is 2D ultrasound (US). However, for a proper imaging process, a skilled and experienced sonographer is required. Additionally, it is a highly user-dependent operation. A robotized US system that autonomously scans the peripheral arteries has the potential to overcome these limitations. In this work, we extend a previously proposed system by a hierarchical image analysis pipeline based on convolutional neural networks (CNNs) in order to control the robot. The system was evaluated by checking its feasibility to keep the vessel lumen of a leg phantom within the US image while scanning along the artery. In 100% of the images acquired during the scan process the whole vessel lumen was visible. While defining an insensitivity margin of 2.74 mm, the mean absolute distance between vessel center and the horizontal image center line was 2.47 mm and 3.90 mm for an easy and complex scenario, respectively. In conclusion, this system presents the basis for fully automatized peripheral artery imaging in humans using a radiation-free approach."
OpenAlex; Europe PMC,MED:37325198; W4309326651,10.1109/lra.2022.3218183,37325198,A-SEE: Active-Sensing End-Effector Enabled Probe Self-Normal-Positioning for Robotic Ultrasound Imaging Applications,2022,2022-10-01,article,IEEE Robotics and Automation Letters,29,https://doi.org/10.1109/lra.2022.3218183,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Conventional manual ultrasound (US) imaging is a physically demanding procedure for sonographers. A robotic US system (RUSS) has the potential to overcome this limitation by automating and standardizing the imaging procedure. It also extends ultrasound accessibility in resource-limited environments with the shortage of human operators by enabling remote diagnosis. During imaging, keeping the US probe normal to the skin surface largely benefits the US image quality. However, an autonomous, real-time, low-cost method to align the probe towards the direction orthogonal to the skin surface without pre-operative information is absent in RUSS. We propose a novel end-effector design to achieve self-normal-positioning of the US probe. The end-effector embeds four laser distance sensors to estimate the desired rotation towards the normal direction. We then integrate the proposed end-effector with a RUSS system which allows the probe to be automatically and dynamically kept to normal direction during US imaging. We evaluated the normal positioning accuracy and the US image quality using a flat surface phantom, an upper torso mannequin, and a lung ultrasound phantom. Results show that the normal positioning accuracy is 4.17 ± 2.24 degrees on the flat surface and 14.67 ± 8.46 degrees on the mannequin. The quality of the RUSS collected US images from the lung ultrasound phantom was equivalent to that of the manually collected ones."
OpenAlex,W2773101728,10.1016/j.jrras.2017.11.005,,Evolution of Robot-assisted ultrasound-guided breast biopsy systems,2017,2017-12-11,article,Journal of Radiation Research and Applied Sciences,32,https://doi.org/10.1016/j.jrras.2017.11.005,A1,S5,True,,S,Sample-based interactive diagnosis,采样式交互检测,S5,Robotic percutaneous core-needle biopsy,机器人经皮粗针活检,Core (title-explicit),"Robot-assisted ultrasound-guided breast biopsy combines ultrasound (US) imaging with a robotic system for medical interventions. This study was designed to provide a literature review of a robotic US-guided breast biopsy system to delineate its efficacious impact on current medical practice. In addition, the strengths and limitations of this approach were also addressed. Articles published in the English language between 2000 and 2016 were appraised in this review. A wide range of systems that bind robotics with US imaging and guided breast biopsy were examined in this article. The fundamental safety and real-time imaging capabilities of US, together with the accuracy and maneuverability of robotic devices, is clearly an effective association with unmatched capabilities. Numerous experimental systems have obvious benefits over old-fashioned techniques, and the future of robot-assisted US-guided breast biopsy will be characterized by increasing levels of automation, and they hold tremendous possibility to impact doctor achievement, patient recovery, and clinical management."
OpenAlex; Europe PMC,W3092780268; MED:33076753,10.1177/1357633x20965422,33076753,Telerobotic ultrasound to provide obstetrical ultrasound services remotely during the COVID-19 pandemic,2020,2020-10-20,article,Journal of Telemedicine and Telecare,48,https://doi.org/10.1177/1357633x20965422,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"<h4>Introduction</h4>Obstetrical ultrasound imaging is critical in identifying at-risk pregnancies and informing clinical management. The coronavirus disease 2019 (COVID-19) pandemic has exacerbated challenges in accessing obstetrical ultrasound for patients in underserved rural and remote communities where this service is not available. This prospective descriptive study describes our experience of providing obstetrical ultrasound services remotely using a telerobotic ultrasound system in a northern Canadian community isolated due to a COVID-19 outbreak.<h4>Methods</h4>A telerobotic ultrasound system was used to perform obstetrical ultrasound exams remotely in La Loche, Canada, a remote community without regular access to obstetrical ultrasound. Using a telerobotic ultrasound system, a sonographer 605 km away remotely controlled an ultrasound probe and ultrasound settings. Twenty-one exams were performed in a five-week period during a COVID-19 outbreak in the community, including limited first-, second- and third-trimester exams (<i>n</i> = 11) and complete second-trimester exams (<i>n</i> = 10). Participants were invited to complete a survey at the end of the telerobotic ultrasound exam describing their experiences with telerobotic ultrasound. Radiologists subsequently interpreted all exams and determined the adequacy of the images for diagnosis.<h4>Results</h4>Of 11 limited obstetrical exams, radiologists indicated images were adequate in nine (81%) cases, adequate with some reservations in one (9%) case and inadequate in one (9%) case. Of 10 second-trimester complete obstetrical exams, radiologists indicated images were adequate in two (20%) cases, adequate with some reservations in three (30%) cases and inadequate in five (50%) cases. Second-trimester complete obstetrical exams were limited due to a combination of body habitus, foetal lie and telerobotic technology.<h4>Discussion</h4>A telerobotic ultrasound system may be used to answer focused clinical questions such as foetal viability, dating and foetal presentation in a timely manner while minimising patient travel to larger centres and potential exposure to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), during the COVID-19 pandemic."
OpenAlex; Europe PMC,MED:37227912; W4378195137,10.1109/tbme.2023.3279114,37227912,Autonomous Robotic Ultrasound Vascular Imaging System With Decoupled Control Strategy for External-Vision-Free Environments,2023,2023-05-25,article,IEEE Transactions on Biomedical Engineering,26,https://doi.org/10.1109/tbme.2023.3279114,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"<h4>Objective</h4>Ultrasound (US) probes scan over the surface of the human body to acquire US images in clinical vascular US diagnosis. However, due to the deformation and specificity of different human surfaces, the relationship between the scan trajectory of the skin and the internal tissues is not fully correlated, which poses a challenge for autonomous robotic US imaging in a dynamic and external-vision-free environment. Here, we propose a decoupled control strategy for autonomous robotic vascular US imaging in an environment without external vision.<h4>Methods</h4>The proposed system is divided into outer-loop posture control and inner-loop orientation control, which are separately determined by a deep learning (DL) agent and a reinforcement learning (RL) agent. First, we use a weakly supervised US vessel segmentation network to estimate the probe orientation. In the outer loop control, we use a force-guided reinforcement learning agent to maintain a specific angle between the US probe and the skin in the dynamic imaging processes. Finally, the orientation and the posture are integrated to complete the imaging process.<h4>Results</h4>Evaluation experiments on several volunteers showed that our RUS could autonomously perform vascular imaging in arms with different stiffness, curvature, and size without additional system adjustments. Furthermore, our system achieved reproducible imaging and reconstruction of dynamic targets without relying on vision-based surface information.<h4>Conclusion and significance</h4>Our system and control strategy provides a novel framework for the application of US robots in complex and external-vision-free environments."
OpenAlex,W4376988517; W4380607050,10.1109/tase.2023.3277331,,DopUS-Net: Quality-Aware Robotic Ultrasound Imaging Based on Doppler Signal,2023,2023-06-14,article,IEEE Transactions on Automation Science and Engineering,18,https://doi.org/10.1109/tase.2023.3277331,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Medical ultrasound (US) is widely used to evaluate and stage vascular diseases, in particular for the preliminary screening program, due to the advantage of being radiation-free. However, automatic segmentation of small tubular structures (e.g., the ulnar artery) from cross-sectional US images is still challenging. To address this challenge, this paper proposes the DopUS-Net and a vessel re-identification module that leverage the Doppler effect to enhance the final segmentation result. Firstly, the DopUS-Net combines the Doppler images with B-mode images to increase the segmentation accuracy and robustness of small blood vessels. It incorporates two encoders to exploit the maximum potential of the Doppler signal and recurrent neural network modules to preserve sequential information. Input to the first encoder is a two-channel duplex image representing the combination of the grey-scale Doppler and B-mode images to ensure anatomical spatial correctness. The second encoder operates on the pure Doppler images to provide a region proposal. Secondly, benefiting from the Doppler signal, this work first introduces an online artery re-identification module to qualitatively evaluate the real-time segmentation results and automatically optimize the probe pose for enhanced Doppler images. This quality-aware module enables the closed-loop control of robotic screening to further improve the confidence and robustness of image segmentation. The experimental results demonstrate that the proposed approach with the re-identification process can significantly improve the accuracy and robustness of the segmentation results (Dice score: from$0.54$to$0.86$; intersection over union: from$0.47$to$0.78$).Note to Practitioners—The Doppler signal is important for the diagnosis of vascular disease, e.g., peripheral arterial disease, in clinical practices, nevertheless it is not of similar significance for state-of-the-art robotic ultrasound (US) examination systems yet. This paper explores various neural network structures to effectively extract the blood vessels from US images by incorporating the Doppler signal into the segmentation process. The final DopUS structure with two encoders extracting differentiated information from two different inputs and fusing the latent feature representations in the bottleneck layer can also inspire other tasks like multi-senor fusion. In addition, this work developed a Doppler-based tracker to assess the quality of the segmentation results in real-time. The assessment is subsequently used for a quality-aware module that enables closed-loop control of the robotic screening. Preliminary physical experiments suggest that the quality-aware robotic screening system can improve the confidence and robustness of autonomous US examination results. In the future, the Doppler signal could also be used to support clinical diagnosis. We believe the proposed quality-aware autonomous screening system is important for the development of large-scale robotic US screening programs. It will not only benefit the examination of limb arteries but also other vascular structures, e.g., carotid or aorta."
OpenAlex,W4380318419,10.1109/tase.2023.3282974,,Task Space Compliant Control and Six-Dimensional Force Regulation Toward Automated Robotic Ultrasound Imaging,2023,2023-06-12,article,IEEE Transactions on Automation Science and Engineering,23,https://doi.org/10.1109/tase.2023.3282974,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Objective:We propose a general control framework for task space compliant motion and six-dimensional (6-D) force regulation towards automated robotic ultrasound (US) imaging. The framework endows a position-controlled robotic manipulator with the capability of accurate compliant motion in free space and accurate force control in motion-constrained environment.Methods:An intuitive six degree-of-freedom (6-DoF) admittance control model expressed in an arbitrary Cartesian body frame is mathematically derived with closed-form task space error mapping. Its practical implementation on widely-used collaborative manipulators is proposed to achieve full task space compliant behaviors and accurate 6-D force control. A hybrid control law is presented to achieve good motion accuracy in free space and improved coupled stability in motion-constrained environment. The coupled model of physical human-robot interaction is established and the reason for the improved coupled stability is analyzed through simulation.Results:Evaluation experiments on the proposed control framework were performed to show the effectiveness. The mean error of compliant trajectory following was less than 0.30 mm in free space. The mean relative force and moment control accuracy in three orthogonal directions was better than 0.5% and 0.8%, respectively. The improved coupled stability under the same model parameters was also confirmed by human-robot interaction experiments. Finally, an automated robotic US imaging experiment on a human volunteer in a real clinical scenario was carried out to show the potential application of our proposed framework.Conclusion:Experimental results have shown the advantages of the control framework, including satisfied force control accuracy, high accuracy of compliant motion, improved coupled stability, and system effectiveness on a human volunteer.Note to Practitioners—This paper was motivated by the increasing needs of automated ultrasound (US) scanning for both diagnostic and interventional purpose. Clinical sonographers suffer from repeated workload when performing diagnostic US imaging, which could benefit from automated robotic scanning. Robotic US imaging involves physical interaction between the robot end-effector (i.e., US transducer) and the human body. The dynamics of the interaction is regulated by the control law to guarantee the contact of the US transducer and the safety of the procedure. Most existing works have focused on regulating in-plane contact force in terms of the position without considering the compliance in other dimensions. However, it is not a trivial work to extend the positional compliance to six degree-of-freedom (6-DoF) compliance. As the prevalence of low-cost collaborative robotic arms in medical scenarios, how to perform 6-DoF compliant trajectory following and accurate six-dimensional (6-D) force control on these robotic arms becomes increasingly important. This paper gives a complete general solution to achieve 6-DoF compliant control and 6-D force regulation with accurate kinematics on a position-controlled robotic arm. A hybrid control law is proposed to switch the government of “instantaneous model” and “theoretical model” to achieve compliant motion accuracy in free space and improved coupled stability in motion-constrained environment. No expensive torque sensors and torque control interface are required. And no prior geometric knowledge about the scanning object is needed. We have demonstrated the application for robotic US imaging in a real clinical scenario."
OpenAlex; Europe PMC,W2995898362; MED:31821099,10.1097/ju.0000000000000692,31821099,Comparison of Initial Experience with Transrectal Magnetic Resonance Imaging Cognitive Guided Micro-Ultrasound Biopsies versus Established Transperineal Robotic Ultrasound Magnetic Resonance Imaging Fusion Biopsies for Prostate Cancer,2019,2019-12-10,article,The Journal of Urology,52,https://doi.org/10.1097/ju.0000000000000692,A1,S4; S5,True,,S,Sample-based interactive diagnosis,采样式交互检测,S4,Robotic prostate biopsy,机器人前列腺活检,Core (title-explicit),"<h4>Purpose</h4>We compared cancer detection rates in patients who underwent magnetic resonance imaging cognitive guided micro-ultrasound biopsy vs robotic ultrasound magnetic resonance imaging fusion biopsy for prostate cancer.<h4>Materials and methods</h4>Among 269 targeted biopsy procedures 222 men underwent robotic ultrasound magnetic resonance imaging fusion biopsy and 47 micro-ultrasound biopsy. Robotic ultrasound magnetic resonance imaging fusion biopsy was performed using the transperineal Artemis™ device while micro-ultrasound biopsy was performed transrectally with the high resolution ExactVu™ system. Random biopsies were performed in addition to targeted biopsy in both modalities. Prostate cancer detection rates and concordance between random and target biopsies were also assessed.<h4>Results</h4>Groups were comparable in terms of age, prostate specific antigen, prostate volume and magnetic resonance PI-RADS (Prostate Imaging Reporting and Data System) version 2 score. The micro-ultrasound biopsy group presented fewer biopsied cores in random and target approaches. In targeted biopsies micro-ultrasound biopsy cases presented higher detection of clinically significant disease (Gleason score greater than 6) than the robotic ultrasound magnetic resonance imaging fusion biopsy group (38% vs 23%, p=0.02). When considering prostate cancer detection regardless of Gleason score or prostate cancer detection by random+target biopsies, no difference was found between the groups. However, on a per core basis overall prostate cancer detection rates favored micro-ultrasound biopsy in random and targeted scenarios. In addition, the PRI-MUS (Prostate Risk Identification Using Micro-Ultrasound) score yielded by micro-ultrasound visualization was independently associated with improved cancer detection rates of clinically significant prostate cancer.<h4>Conclusions</h4>In our initial experience micro-ultrasound biopsy featured a higher clinically significant prostate cancer detection rate in target cores than robotic ultrasound magnetic resonance imaging fusion biopsy, which was associated with target features in micro-ultrasound (PRI-MUS score). These findings reinforce the role of micro-ultrasound technology in targeted biopsies."
OpenAlex,W4390576606,10.1109/tmrb.2024.3349626,,Toward Safe and Collaborative Robotic Ultrasound Tissue Scanning in Neurosurgery,2024,2024-01-04,article,IEEE Transactions on Medical Robotics and Bionics,13,https://doi.org/10.1109/tmrb.2024.3349626,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Intraoperative ultrasound imaging is used to facilitate safe brain tumour resection. However, due to challenges with image interpretation and the physical scanning, this tool has yet to achieve widespread adoption in neurosurgery. In this paper, we introduce the components and workflow of a novel, versatile robotic platform for intraoperative ultrasound tissue scanning in neurosurgery. An RGB-D camera attached to the robotic arm allows for automatic object localisation with ArUco markers, and 3D surface reconstruction as a triangular mesh using the ImFusion Suite software solution. Impedance controlled guidance of the US probe along arbitrary surfaces, represented as a mesh, enables collaborative US scanning, i.e., autonomous, teleoperated and hands-on guided data acquisition. A preliminary experiment evaluates the suitability of the conceptual workflow and system components for probe landing on a custom-made soft-tissue phantom. Further assessment in future experiments will be necessary to prove the effectiveness of the presented platform."
OpenAlex; Europe PMC,W2969381969; MED:31422960,10.1088/1361-6560/ab3bfb,31422960,Optimizing robot motion for robotic ultrasound-guided radiation therapy,2019,2019-08-19,article,Physics in Medicine and Biology,12,https://doi.org/10.1088/1361-6560/ab3bfb,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"An important aspect of robotic radiation therapy is active compensation of target motion. Recently, ultrasound has been proposed to obtain real-time volumetric images of abdominal organ motion. One approach to realize flexible probe placement throughout the treatment fraction is based on a robotic arm holding the ultrasound probe. However, the probe and the robot holding it may obstruct some of the beams with a potentially adverse effect on the plan quality. This can be mitigated by using a kinematically redundant robot, which allows maintaining a steady pose of the ultrasound probe while moving its elbow in order to minimize beam blocking. Ultimately, the motion of both the beam source carrying and the ultrasound probe holding robot contributes to the overall treatment time, i.e. beam delivery and robot motion. We propose an approach to optimize the motion and coordination of both robots based on a generalized traveling salesman problem. Furthermore, we study an application of the model to a prostate treatment scenario. Because the underlying optimization problem is hard, we compare results from a state-of-the-art heuristic solver and an approximation scheme with low computational effort. Our results show that integration of the robot holding the ultrasound probe is feasible with acceptable overhead in overall treatment time. For clinically realistic velocities of the robots, the overhead is less than 4% which is a small cost for the added benefit of continuous, volumetric, and non-ionizing tracking of organ motion over periodic x-ray-based tracking."
OpenAlex,W3135545534,10.1109/lra.2021.3064283,,Towards Fully Autonomous Ultrasound Scanning Robot With Imitation Learning Based on Clinical Protocols,2021,2021-03-08,article,IEEE Robotics and Automation Letters,69,https://doi.org/10.1109/lra.2021.3064283,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Ultrasound scanning plays an important role in modern clinical examinations. Thanks to its small footprint, low cost, and popularity, it has been widely used in annual physical examinations and many other diagnosis and intervention procedures. However, the scanning results depend heavily on the clinician operators' skills, causing inconsistency and even false detection. A fully autonomous ultrasound scanning robot can be a promising solution, enabling consistent and accurate operation. In this letter, we propose a procedure-specified imitation learning framework based on clinical protocols to implement autonomous scanning tasks. Based on the targeted carotid artery examination procedure, we design a feature-based visual servo controller for both in-plane and out-of-plane feature tasks. A one-step-exploring (OSE) method is also designed to improve the robustness and transition smoothness in between tasks. The proposed methods are tested and validated with experiments on both medical phantom and human subjects. The results show that the proposed appraoch is able to significantly improve the success rate of procedure completion from 22.2% to 84.6% for the out-of-plane feature-based operation."
OpenAlex,W4391566397,10.3390/act13020062,,Force Tracking Control Method for Robotic Ultrasound Scanning System under Soft Uncertain Environment,2024,2024-02-06,article,Actuators,18,https://doi.org/10.3390/act13020062,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Robotic ultrasound scanning has excellent potential to reduce physician workload, obtain higher-quality imaging, and reduce costs. However, the traditional admittance control strategy for robotics cannot meet the high-precision force control requirements for robots, which are critical for improving image quality and ensuring patient safety. In this study, an integral adaptive admittance control strategy is proposed for contact force control between an ultrasound probe and human skin to enhance the accuracy of force tracking. First, a robotic ultrasound scanning system is proposed, and the system’s overall workflow is introduced. Second, an adaptive admittance control strategy is designed to estimate the uncertain environmental information online, and the estimated parameters are used to modify the reference trajectory. On the basis of ensuring the stability of the system, an integral controller is then introduced to improve the steady-state response. Subsequently, the stability of the proposed strategy is analysed. In addition, a gravity compensation process is proposed to obtain the actual contact force. Finally, through a simulation analysis, the effectiveness of the strategy is discussed. Simultaneously, a series of experiments are carried out on the robotic ultrasound scanning system, and the results show that the strategy can successfully maintain a constant contact force under soft uncertain environments, which effectively improves the efficiency of scanning."
OpenAlex; Europe PMC,W3046590135; MED:32744706,10.26355/eurrev_202007_22283,32744706,Role of 5G-powered remote robotic ultrasound during the COVID-19 outbreak: insights from two cases.,2020,2020-07-01,article,PubMed,21,https://doi.org/10.26355/eurrev_202007_22283,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"The 2019 Novel Coronavirus disease (COVID-19) broke out in Wuhan, China in December 2019 and spread throughout the world. Early screening and early diagnosis play key roles in prevention and management of the epidemic. Attention should also be paid to the infection of health workers and shortage of medical resources in high-risk areas. Here, we report two cases of patients diagnosed with COVID-19 and evaluated by robotic ultrasound based on 5G-powered technology 700 km east of Wuhan. We here show the advantages of this kind of remote ultrasound scan, which could become a method for the diagnosis and assessment of COVID-19."
OpenAlex,W4402963177; W4403938270,10.1109/tim.2024.3451569,,Needle Segmentation Using GAN: Restoring Thin Instrument Visibility in Robotic Ultrasound,2024,2024-01-01,article,IEEE Transactions on Instrumentation and Measurement,12,https://doi.org/10.1109/tim.2024.3451569,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Ultrasound-guided percutaneous needle insertion is a standard procedure employed in both biopsy and ablation in clinical practices. However, due to the complex interaction between tissue and instrument, the needle may deviate from the in-plane view, resulting in a lack of close monitoring of the percutaneous needle. To address this challenge, we introduce a robot-assisted ultrasound (US) imaging system designed to seamlessly monitor the insertion process and autonomously restore the visibility of the inserted instrument when misalignment happens. To this end, the adversarial structure is presented to encourage the generation of segmentation masks that align consistently with the ground truth in high-order space. This study also systematically investigates the effects on segmentation performance by exploring various training loss functions and their combinations. When misalignment between the probe and the percutaneous needle is detected, the robot is triggered to perform transverse searching to optimize the positional and rotational adjustment to restore needle visibility. The experimental results on ex-vivo porcine samples demonstrate that the proposed method can precisely segment the percutaneous needle (with a tip error of $0.37\pm0.29mm$ and an angle error of $1.19\pm 0.29^{\circ}$). Furthermore, the needle appearance can be successfully restored under the repositioned probe pose in all 45 trials, with repositioning errors of $1.51\pm0.95mm$ and $1.25\pm0.79^{\circ}$. from latex to text with math symbols"
OpenAlex,W4390873692,10.1109/tim.2024.3353836,,Robot-Assisted Autonomous Ultrasound Imaging for Carotid Artery,2024,2024-01-01,article,IEEE Transactions on Instrumentation and Measurement,29,https://doi.org/10.1109/tim.2024.3353836,A1,A1,True,,A,Active observational sensing,主动观察式检测,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),"Cardiovascular disease is known as the number one cause of death worldwide. Ultrasound imaging is widely used to assess and predict the risk of cardiovascular disease. Extensive research on robotic ultrasound systems has addressed the problems of over-reliance on physician experience in the application of ultrasound, unequal distribution of medical resources, and mutual exposure of patients and physicians to infections. The human carotid artery requires more standardization, safety, and intelligence in applying robotic ultrasound systems due to its sensitive location and inconspicuous skin features. This paper introduces an innovative robot-assisted system for autonomous ultrasound scanning of the carotid artery. The system employs a structured two-stage approach, encompassing pre-scanning and scanning, to enhance the precision and efficiency of the procedure. It utilizes advanced image servo control for intelligent scanning path determination, significantly improving the quality and speed of scans. Moreover, the system’s capability to alternate between transverse and longitudinal scanning modes allows it to accommodate the unique anatomical differences of individual patients. Experimental results on real human subjects showed a success rate of 86.11% for scanning the desired carotid artery ultrasound images, which is promising for clinical applications."
