title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
Airway Registration Approach and Other Determinants of Procedure Efficiency During Shape-Sensing Robotic-Assisted Bronchoscopy,2025,2025-08-20,10.1097/lbr.0000000000001028,,https://doi.org/10.1097/lbr.0000000000001028,Journal of Bronchology & Interventional Pulmonology,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4413351278
Automated Skill Evaluation of Bronchoscopy Operators Using Geometric Feature Analysis,2025,2025-06-13,10.1142/s2424905x25500072,,https://doi.org/10.1142/s2424905x25500072,Journal of Medical Robotics Research,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4411285973
BEYOND THE SCOPE: COST-BENEFIT AND DIAGNOSTIC FACTORS IN COMMUNITY-BASED ROBOTIC BRONCHOSCOPY,2025,2025-10-01,10.1016/j.chest.2025.09.116,,https://doi.org/10.1016/j.chest.2025.09.116,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4416699958
CRAMER-RAO LOWER BOUND ANALYSIS FOR MAGNETIC LOCALIZATION OF A ROBOTIC CAPSULE ENDOSCOPE,2025,2025-05-31,10.36306/konjes.1585324,,https://doi.org/10.36306/konjes.1585324,Konya Journal of Engineering Sciences,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4410912057
Characterizing the Learning Curve of ION Robotic Bronchoscopy,2025,2025-11-11,10.1097/lbr.0000000000001043,41216684.0,https://doi.org/10.1097/lbr.0000000000001043,Journal of Bronchology & Interventional Pulmonology,3,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:41216684; W4416104185
Comment on single anesthesia robotic bronchoscopy,2025,2025-09-27,10.1016/j.xjon.2025.09.026,41473088.0,https://doi.org/10.1016/j.xjon.2025.09.026,JTCVS Open,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4414571823; MED:41473088
Comparative evaluation of guided shape-sensing robotic bronchoscopy vs. electromagnetic navigation with cone-beam computed tomography for pulmonary nodule diagnosis,2025,2025-01-01,,,https://openalex.org/W7130808486,OpenBU (Boston University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7130808486
Comparison of navigation bronchoscopy vs shape sensing robotic assisted bronchoscopy in terms of malignancy diagnoses and lung cancer staging in a safety-net healthcare system.,2025,2025-05-28,10.1200/jco.2025.43.16_suppl.e23156,,https://doi.org/10.1200/jco.2025.43.16_suppl.e23156,Journal of Clinical Oncology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4410811071
Contact-Aided Navigation of Flexible Robotic Endoscope Using Deep Reinforcement Learning in Dynamic Stomach,2025,2025-08-30,10.48550/arxiv.2509.00319,,https://doi.org/10.48550/arxiv.2509.00319,arXiv (Cornell University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4416682807
Contemporary Concise Review 2024: New Techniques in Interventional Pulmonology,2025,2025-07-08,10.1111/resp.70084,,https://doi.org/10.1111/resp.70084,Respirology,4,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4412113069
"DIAGNOSIS OF EARLY-STAGE LUNG CANCER: ROBOTIC-ASSISTED BRONCHOSCOPY VS NAVIGATIONAL BRONCHOSCOPY, A SINGLE-CENTER RETROSPECTIVE REVIEW",2025,2025-10-01,10.1016/j.chest.2025.07.2713,,https://doi.org/10.1016/j.chest.2025.07.2713,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4416696506
DIPNECH: The neuroendocrine enigma behind persistent respiratory symptoms in the post-COVID era,2025,2025-01-01,10.1016/j.rmcr.2025.102290,,https://doi.org/10.1016/j.rmcr.2025.102290,Respiratory Medicine Case Reports,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4414559690
Design and evaluation of new user control devices for improved ergonomics in flexible robotic endoscopy,2025,2025-03-24,10.3389/frobt.2025.1559574,40196841.0,https://doi.org/10.3389/frobt.2025.1559574,Frontiers in Robotics and AI,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4408773186; MED:40196841
Design and preliminary evaluation of a track-based robotic colonoscope with a shape-adaptable tip for propulsion,2025,2025-04-14,10.3389/frobt.2025.1580692,40297610.0,https://doi.org/10.3389/frobt.2025.1580692,Frontiers in Robotics and AI,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,MED:40297610; W4409403131
Development and deployment of robots in a bronchoscopy suite,2025,2025-07-01,10.1183/20734735.0247-2024,,https://doi.org/10.1183/20734735.0247-2024,Breathe,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4412420630
Diagnosis of Invasive Pulmonary Fungal Infection Using Robotic Bronchoscopy,2025,2025-10-04,10.1016/j.arbres.2025.10.002,41107191.0,https://doi.org/10.1016/j.arbres.2025.10.002,Archivos de Bronconeumología,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W4414816643; MED:41107191
Diagnostic approach for incidental pulmonary nodules,2025,2025-08-27,10.3904/kjim.2025.107,40859810.0,https://doi.org/10.3904/kjim.2025.107,The Korean Journal of Internal Medicine,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4413739703; MED:40859810
Diagnostic yield: what is sufficient?,2025,2025-11-11,10.1097/mcp.0000000000001232,41221658.0,https://doi.org/10.1097/mcp.0000000000001232,Current Opinion in Pulmonary Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:41221658; W4416152061
ELECTROMAGNETIC NAVIGATION BRONCHOSCOPY VS ROBOTIC BRONCHOSCOPY: A RETROSPECTIVE STUDY COMPARING DIAGNOSTIC OUTCOMES AND PROCEDURAL COMPETENCY BETWEEN PLATFORMS,2025,2025-10-01,10.1016/j.chest.2025.07.3322,,https://doi.org/10.1016/j.chest.2025.07.3322,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4416700085
EP.07.23 Single Port Robot and Navigational Bronchoscopy During Single Episode of Anesthesia: Less Is More,2025,2025-10-01,10.1016/j.jtho.2025.09.1404,,https://doi.org/10.1016/j.jtho.2025.09.1404,Journal of Thoracic Oncology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4415519767
"EP.18.02 Multicenter, Prospective Study on the Precise Diagnosis and Treatment of Shape-Sensing Robotic-Assisted Bronchoscopy",2025,2025-10-01,10.1016/j.jtho.2025.09.1743,,https://doi.org/10.1016/j.jtho.2025.09.1743,Journal of Thoracic Oncology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4415520359
ERS Congress 2024: highlights from the Thoracic Oncology Assembly,2025,2025-03-01,10.1183/23120541.01171-2024,,https://doi.org/10.1183/23120541.01171-2024,ERJ Open Research,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4409676227
Enabling Robotic Capsule Endoscopy Through Effective in-Body Capsule Localization,2025,2025-04-14,10.1177/15533506251334690,40227091.0,https://doi.org/10.1177/15533506251334690,Surgical Innovation,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,MED:40227091; W4409412014
EndoMUST: Monocular Depth Estimation for Robotic Endoscopy via End-to-end Multi-step Self-supervised Training,2025,2025-06-19,10.48550/arxiv.2506.16017,,https://doi.org/10.48550/arxiv.2506.16017,arXiv (Cornell University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4417537656
"Extracranial Spread of Meningiomas: Molecular Determinants, Diagnostic Pathways, and Lessons From Three Thoracic Metastases",2025,2025-12-16,10.7759/cureus.99420,41552249.0,https://doi.org/10.7759/cureus.99420,Cureus,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4417416902; MED:41552249
First 50 Cases with the ION Robotic-Assisted Navigational Bronchoscopy System in Routine Clinical Use in Germany: The Bonn Experience,2025,2025-08-31,10.3390/jcm14176155,,https://doi.org/10.3390/jcm14176155,Journal of Clinical Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4413929435
Foreign body removal,2025,2025-10-10,10.1097/mcp.0000000000001225,,https://doi.org/10.1097/mcp.0000000000001225,Current Opinion in Pulmonary Medicine,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4415103979
Formsensor-unterstützte robotische Bronchoskopie: Steile Lernkurve bei der bioptischen Abklärung kleiner Lungenrundherde,2025,2025-10-06,10.1159/000547844,,https://doi.org/10.1159/000547844,Kompass Pneumologie,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4414855335
IMPACT OF SECOND-GENERATION ROBOTIC ELECTROMAGNETIC NAVIGATION BRONCHOSCOPY IN A COMMUNITY SETTING,2025,2025-10-01,10.1016/j.chest.2025.07.089,,https://doi.org/10.1016/j.chest.2025.07.089,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4416697052
IS IMPLEMENTING ROBOTIC BRONCHOSCOPY CHANGING CLINICAL PRACTICE? A QUALITY IMPROVEMENT PROJECT,2025,2025-10-01,10.1016/j.chest.2025.07.2546,,https://doi.org/10.1016/j.chest.2025.07.2546,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4416697267
Interventional pulmonology: anesthetic management and beyond,2025,2025-05-16,10.1097/aco.0000000000001516,40493772.0,https://doi.org/10.1097/aco.0000000000001516,Current Opinion in Anaesthesiology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:40493772; W4411170148
Investigating Partial Registration for Optimizing Robotic-Assisted Bronchoscopy Evaluations of Peripheral Lung Nodules (I-PROBE),2025,2025-11-28,10.1016/j.chpulm.2025.100229,,https://doi.org/10.1016/j.chpulm.2025.100229,CHEST Pulmonary,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7107857782
"LARGE, MULTISITE ACADEMIC CENTER'S ROBOTIC-ASSISTED BRONCHOSCOPY EXPERIENCE: WHAT HAPPENS TO SPECIFIC BENIGN DIAGNOSES?",2025,2025-10-01,10.1016/j.chest.2025.07.3310,,https://doi.org/10.1016/j.chest.2025.07.3310,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4416696517
Minimally invasive management of lung metastases using robotic bronchoscopy: First French experience,2025,2025-08-05,10.1016/j.lers.2025.07.003,,https://doi.org/10.1016/j.lers.2025.07.003,Laparoscopic Endoscopic and Robotic Surgery,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4412983904
Modeling and Characterization of a Self‐Sensing Soft Hydraulic Muscle,2025,2025-12-17,10.1002/aisy.202501107,,https://doi.org/10.1002/aisy.202501107,Advanced Intelligent Systems,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4417422446
Navigating Atelectasis: Utilizing Transpulmonary Pressure to Enhance Robotic Bronchoscopy,2025,2025-07-01,10.1097/lbr.0000000000001017,40591660.0,https://doi.org/10.1097/lbr.0000000000001017,Journal of Bronchology & Interventional Pulmonology,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4411866162; MED:40591660
On-chip magnetic sensor and readout design for 3D position tracking in image-guided interventions,2025,2025-01-01,,,https://openalex.org/W7152947072,"Cork Open Research Archive (University College Cork, Ireland)",0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7152947072
P2.05.01 The Role of Robotic-Assisted Bronchoscopy and Endobronchial Ultrasound in Diagnosing and Staging Pulmonary Carcinoid,2025,2025-10-01,10.1016/j.jtho.2025.09.519,,https://doi.org/10.1016/j.jtho.2025.09.519,Journal of Thoracic Oncology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4415519415
Peripheral bronchoscopy: back to basics,2025,2025-10-31,10.1097/mcp.0000000000001229,41175036.0,https://doi.org/10.1097/mcp.0000000000001229,Current Opinion in Pulmonary Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4415773253; MED:41175036
Precise localization techniques for small pulmonary nodules: what is next?,2025,2025-09-01,10.21037/jtd-2025-330,41158377.0,https://doi.org/10.21037/jtd-2025-330,Journal of Thoracic Disease,3,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4414615889; MED:41158377
RELIANT 2 RCT Protocol 05-09-2025.,2025,2025-12-03,10.1371/journal.pone.0327611.s001,,https://doi.org/10.1371/journal.pone.0327611.s001,Figshare,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7111166972
RELIANT 2 SPIRIT 2025 checklist.,2025,2025-12-03,10.1371/journal.pone.0327611.s002,,https://doi.org/10.1371/journal.pone.0327611.s002,Figshare,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7111160945
ROBOTIC-ASSISTED BRONCHOSCOPY FOR MULTIPLE PULMONARY NODULES: MORE TISSUE CREATES MORE ISSUES,2025,2025-10-01,10.1016/j.chest.2025.07.2705,,https://doi.org/10.1016/j.chest.2025.07.2705,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4416698530
"ROUTINE MEDIASTINAL STAGING DURING ROBOTIC-ASSISTED BRONCHOSCOPY IN SUSPECTED LUNG CANCER: PRACTICAL, YES. BUT COST EFFICIENT?",2025,2025-10-01,10.1016/j.chest.2025.07.3333,,https://doi.org/10.1016/j.chest.2025.07.3333,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4416699991
Rapid Identification of Cryptococcus Organisms Easily Possible with Stimulated Raman Histology on a Pulmonary Tiny Biopsy Specimen: A Case Report,2025,2025-01-01,10.4236/crcm.2025.142010,,https://doi.org/10.4236/crcm.2025.142010,Case Reports in Clinical Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4407796287
Recognizing Synchronous Multiple Primary Lung Cancer: A Case Report,2025,2025-06-10,10.7759/cureus.85729,40642683.0,https://doi.org/10.7759/cureus.85729,Cureus,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:40642683; W4411162873
Reply: Response to concerns regarding single-anesthesia robotic bronchoscopy for lung nodules.,2025,2025-10-14,10.1016/j.xjon.2025.10.002,41473037.0,https://doi.org/10.1016/j.xjon.2025.10.002,JTCVS open,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),Europe PMC,MED:41473037
Robotic Bronchoscopy in Children. Pushing the Boundaries of Airway Size and Robotic Bronchoscopy,2025,2025-11-01,10.1002/ppul.71396,41263192.0,https://doi.org/10.1002/ppul.71396,Pediatric Pulmonology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4416405092; MED:41263192
Robotic Navigational Bronchoscopy in a Real-World Clinical Setting: Insights Into the Strict Criteria,2025,2025-06-21,10.1016/j.athoracsur.2025.06.004,,https://doi.org/10.1016/j.athoracsur.2025.06.004,The Annals of Thoracic Surgery,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4411504412
Robotic-Assisted Bronchoscopy for Volume Reduction of Giant Emphysematous Bulla: A Case Report,2025,2025-12-01,10.2147/copd.s552360,,https://doi.org/10.2147/copd.s552360,International Journal of COPD,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7116654831
Robotic-assisted bronchoscopy for histopathologic subtyping of primary lung adenocarcinoma,2025,2025-07-28,10.1016/j.lungcan.2025.108681,,https://doi.org/10.1016/j.lungcan.2025.108681,Lung Cancer,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4409842269; W4412868899
Robotic-assisted bronchoscopy for the diagnosis of benign pulmonary tumors,2025,2025-01-25,10.1016/j.rmed.2025.107963,,https://doi.org/10.1016/j.rmed.2025.107963,Respiratory Medicine,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4406824073
Robotic-assisted lung nodule diagnosis and resection,2025,2025-03-21,10.3389/fonc.2025.1555151,,https://doi.org/10.3389/fonc.2025.1555151,Frontiers in Oncology,4,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4408682773
Rundherddiagnostik: Fortschritt durch integrierte Tool-in-Lesion-Tomosynthese in der Roboter-Navigationsbronchoskopie,2025,2025-01-16,10.1159/000543411,,https://doi.org/10.1159/000543411,Kompass Pneumologie,3,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4406438275
Small Lung Abscess Drainage Through Robotic-Assisted Bronchoscopy and Mobile Cone-Beam CT,2025,2025-06-07,10.1016/j.arbres.2025.06.002,,https://doi.org/10.1016/j.arbres.2025.06.002,Archivos de Bronconeumología,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4411116609
THE UTILIZATION OF ROBOTIC-ASSISTED BRONCHOSCOPY (RAB) IN RURAL APPALACHIA WITHOUT INTERVENTIONAL PULMONOLOGY (IP) SUPPORT,2025,2025-10-01,10.1016/j.chest.2025.07.3318,,https://doi.org/10.1016/j.chest.2025.07.3318,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4416700774
The Role of Artificial Intelligence in Interventional Pulmonology,2025,2025-12-29,10.1097/lbr.0000000000001051,,https://doi.org/10.1097/lbr.0000000000001051,Journal of Bronchology & Interventional Pulmonology,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7117571553
"Toward Image-Guided, Robot-Assisted Focal Prostate Resection: Do Enhanced Dexterity and Visualization Improve Performance?",2025,2025-12-20,10.1142/s2424905x26500017,41675958.0,https://doi.org/10.1142/s2424905x26500017,Journal of Medical Robotics Research,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:41675958; W4417520490
Transforming lung cancer diagnosis: the role of robotic-assisted bronchoscopy in early detection and staging,2025,2025-07-01,10.1016/j.lungcan.2025.108646,,https://doi.org/10.1016/j.lungcan.2025.108646,Lung Cancer,10,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4411858261
UpToDate®,2025,2025-02-28,10.1097/01.cot.0001108460.06618.ac,,https://doi.org/10.1097/01.cot.0001108460.06618.ac,Oncology Times,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4408053224
Variable Presentations of Sclerosing Pneumocytoma: Two Cases Highlighting Divergent Fluorodeoxyglucose Metabolism and Carcinoid Tumorlet Association,2025,2025-04-28,10.7759/cureus.83140,40438841.0,https://doi.org/10.7759/cureus.83140,Cureus,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:40438841; W4409882278
Vessel sign analysis paves the way to optimized CBCT application in interventional pulmonology: COMBINED algorithm as a one-stop-shop,2025,2025-03-21,10.7150/jca.109996,,https://doi.org/10.7150/jca.109996,Journal of Cancer,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4409300868
Virtual vs. reality in cone-beam CT-guided robotic-assisted bronchoscopy,2025,2025-10-01,10.21037/jtd-2025-1399,41229865.0,https://doi.org/10.21037/jtd-2025-1399,Journal of Thoracic Disease,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4415731911; MED:41229865
Visual Localization for Robotic Bronchoscopy With Transferred Domain: A Fluoroscopy Validation,2025,2025-01-01,10.1109/tim.2025.3644537,,https://doi.org/10.1109/tim.2025.3644537,IEEE Transactions on Instrumentation and Measurement,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4417439213
2000 Peripheral Pulmonary Lesions Sampled by Shape-Sensing Robotic-Assisted Bronchoscopy and Mobile Cone-Beam Computed Tomography,2026,2026-03-05,10.1016/j.mayocp.2025.11.015,,https://doi.org/10.1016/j.mayocp.2025.11.015,Mayo Clinic Proceedings,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7133862831
39 Robotic bronchoscopy: diagnostic and marking tool to improve surgical outcomes in management of small peripheral nodules,2026,2026-02-01,10.1016/j.lungcan.2026.108988,,https://doi.org/10.1016/j.lungcan.2026.108988,Lung Cancer,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7131799104
85 Sampling Multiple Peripheral Pulmonary Nodules in a Single Procedure Using Shape-Sensing Robotic-Assisted Bronchoscopy,2026,2026-02-01,10.1016/j.lungcan.2026.109034,,https://doi.org/10.1016/j.lungcan.2026.109034,Lung Cancer,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7131796354
86 Diagnostic Utility of Robotic-Assisted Bronchoscopy in Patients with Bilateral Pulmonary Nodules,2026,2026-02-01,10.1016/j.lungcan.2026.109035,,https://doi.org/10.1016/j.lungcan.2026.109035,Lung Cancer,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7131786513
979b COLONOSCOPY WITH A ROBOTIC ENDOSCOPE (CARE) STUDY: 50-PATIENT FIRST-IN-HUMAN EXPERIENCE USING A NOVEL ROBOTIC COLONOSCOPY SYSTEM (TRITON),2026,2026-05-01,10.1016/s0016-5085(26)06748-x,,https://doi.org/10.1016/s0016-5085(26)06748-x,Gastroenterology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7160173519; W7160137370
A Comparative Study of Radiation Exposure in Conventional and Robotic Bronchoscopy,2026,2026-07-01,10.1016/j.chest.2026.04.062,42392503.0,https://doi.org/10.1016/j.chest.2026.04.062,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7167018773; MED:42392503
A Dual‑Agent Learning Framework Enables Level 3+ Autonomous Robotic Bronchoscopy,2026,2026-02-05,10.21203/rs.3.rs-8414938/v1,,https://doi.org/10.21203/rs.3.rs-8414938/v1,Research Square,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7127975480; PPR:PPR1151505
A Revolution in Robotic Bronchoscopy,2026,2026-04-01,10.1016/j.chest.2025.12.037,41963015.0,https://doi.org/10.1016/j.chest.2025.12.037,CHEST Journal,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:41963015; W7152060379
A Robust Point Cloud Registration Method Using Geometrical Information and Probabilistic Models for Robot-Assisted Bronchoscopy Navigation,2026,2026-01-01,10.1109/tmech.2026.3651322,,https://doi.org/10.1109/tmech.2026.3651322,IEEE/ASME Transactions on Mechatronics,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7126166735
A Soft Growing Robotic Endoscope for Painless and Strain-Free Insertion,2026,2026-01-16,10.1177/21695172251369693,40833842.0,https://doi.org/10.1177/21695172251369693,Soft Robotics,4,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4413969373; MED:40833842
A UK single centre pilot experience using a novel robotic colonoscopy system,2026,2026-06-01,10.1055/s-0046-1821542,,https://doi.org/10.1055/s-0046-1821542,Endoscopy,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7163636769
A42-06 Clearing the Smoke: Cavitary Organizing Pneumonia After Burn Pit Exposure,2026,2026-05-01,10.1093/ajrccm/aamag162.2304,,https://doi.org/10.1093/ajrccm/aamag162.2304,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161600634
A78-19 Delayed Symptoms Yet an Early Sequalae - Cavitary Lesion From Granulomatosis With Polyangiitis,2026,2026-05-01,10.1093/ajrccm/aamag162.2376,,https://doi.org/10.1093/ajrccm/aamag162.2376,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161606459
A80-3-16 A Curious Case of 64Cu-Dotatate Negative Pulmonary Carcinoid,2026,2026-05-01,10.1093/ajrccm/aamag162.3700,,https://doi.org/10.1093/ajrccm/aamag162.3700,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161574303
A80-3-26 Chronic Lymphocytic Leukemia in the Lung: A Nodular Presentation of a Systemic Disease,2026,2026-05-01,10.1093/ajrccm/aamag162.3408,,https://doi.org/10.1093/ajrccm/aamag162.3408,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161592456
"A80-4-15 A Rare Lung Impostor: Basaloid Carcinoma, Myoepithelial Type",2026,2026-05-01,10.1093/ajrccm/aamag162.3412,,https://doi.org/10.1093/ajrccm/aamag162.3412,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161585513
A80-4-25 A Case of Pulmonary Malt Lymphoma: Unveiling Rheumatoid Arthritis-Related Lung Involvement,2026,2026-05-01,10.1093/ajrccm/aamag162.3743,,https://doi.org/10.1093/ajrccm/aamag162.3743,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161606134
